,userID,u_EF,u_avg_orders,u_avg_period,u_first_bought,u_last_bought,u_std_avg_period,u_mean_bought,u_std_bought
8422,449,4,3.67,11.88,39,134,5.49,87.56,32.13
8449,450,5,3.0,34.67,6,214,25.24,136.71,69.17
8467,451,3,4.25,24.0,22,94,14.31,49.25,28.12
8477,452,3,3.4,25.25,1,102,21.53,57.2,38.45
8488,453,2,4.8,43.25,40,213,57.21,136.8,76.62
8498,454,6,4.5,15.91,7,182,12.36,102.17,60.89
8547,455,3,2.6,39.75,46,205,34.35,150.0,61.76
8556,456,3,3.25,49.33,49,197,28.87,136.75,60.25
8565,457,4,4.0,65.33,6,202,10.5,103.0,74.85
8581,458,8,6.47,13.44,2,217,7.96,99.82,63.63
8669,459,8,4.64,16.46,3,217,6.46,109.64,68.73
8726,460,8,3.57,14.54,27,216,8.96,130.71,64.07
8773,461,7,4.5,19.09,6,216,15.76,122.75,64.81
8819,462,5,2.8,45.0,36,216,27.36,139.8,71.52
8828,463,7,4.94,11.47,25,197,7.8,126.81,54.58
8886,464,5,2.83,36.8,7,191,28.82,100.67,64.93
8895,465,7,2.88,23.29,24,187,11.27,104.0,49.7
8910,466,4,4.0,26.75,14,121,15.74,71.2,39.9
8920,467,2,1.5,31.0,168,199,0.0,183.5,15.5
8923,468,2,2.4,13.0,162,214,7.87,189.2,19.61
8934,469,6,2.57,30.0,37,217,15.38,115.0,63.24
8950,470,3,3.0,74.5,24,173,24.5,106.67,61.92
8958,471,6,6.33,24.38,2,197,19.21,120.56,71.06
9010,472,7,5.08,15.58,15,202,15.06,98.0,59.92
9064,473,5,5.5,20.0,2,142,15.19,73.0,39.66
9088,474,7,4.57,16.54,2,217,11.76,119.71,71.32
9146,475,3,2.0,42.0,91,217,29.7,147.25,45.07
9152,476,3,2.0,81.0,35,197,24.0,108.0,67.1
9156,477,7,6.0,16.67,3,203,14.51,97.15,61.12
9195,478,3,2.33,66.0,85,217,47.0,166.67,58.27
9200,479,7,4.64,21.3,4,217,11.23,114.09,66.3
9216,480,4,2.4,29.0,72,188,15.92,137.0,43.16
9228,481,6,4.71,31.5,15,204,20.85,111.71,70.61
9251,482,4,4.5,32.4,33,195,19.4,92.0,57.82
9271,483,5,3.6,36.0,17,161,24.39,88.6,56.61
9278,484,4,5.86,27.0,21,183,22.52,114.57,62.45
9301,485,3,4.6,24.5,17,115,24.18,77.0,40.06
9317,486,1,3.0,11.0,63,85,2.0,74.67,9.03
9323,487,4,3.71,24.33,3,149,19.43,53.71,49.91
9344,488,7,3.12,12.6,11,200,8.45,108.81,57.88
9385,489,4,6.29,26.33,53,211,29.57,149.29,57.39
9422,490,4,4.12,29.71,2,210,37.36,103.0,82.01
9443,491,6,8.67,39.4,8,205,19.33,95.33,64.57
9480,492,3,2.0,83.5,13,180,36.5,84.33,70.32
9484,493,6,4.56,19.5,22,178,14.15,81.11,51.55
9516,494,3,4.33,85.5,2,173,22.5,95.0,70.61
9524,495,4,7.0,30.75,13,136,12.07,82.6,46.37
9548,496,6,6.22,22.88,20,203,8.68,104.89,61.04
9594,497,4,3.4,32.25,47,176,24.17,115.2,48.24
9609,498,6,4.0,26.12,7,216,19.98,110.44,68.32
9634,499,5,2.43,27.67,14,180,19.4,103.0,57.67
9651,500,3,2.0,63.33,22,212,40.33,99.25,78.45
9658,501,7,4.09,17.6,25,201,13.18,114.09,64.82
9687,502,5,7.5,28.0,10,206,26.27,115.38,62.43
9732,503,3,2.33,75.5,40,191,60.5,135.67,67.92
9738,504,3,4.67,17.8,14,103,16.76,56.17,30.38
9758,505,2,3.33,37.5,116,191,34.5,165.0,34.67
9768,506,6,4.73,19.3,2,195,13.69,108.82,61.58
9803,507,5,2.25,23.57,37,202,12.27,111.62,57.56
9819,508,7,3.35,12.19,15,210,8.93,103.53,62.06
9874,509,4,14.5,54.0,26,188,49.0,109.75,71.97
9887,510,4,7.8,40.5,12,174,18.19,98.8,55.37
9912,511,2,1.5,113.0,69,182,0.0,125.5,56.5
9915,512,4,4.0,38.75,23,178,27.84,108.2,58.26
9933,513,5,2.78,26.25,3,213,17.33,117.56,73.65
9950,514,4,5.6,44.0,41,217,28.78,106.8,61.93
9965,515,3,7.67,49.5,63,162,15.5,107.33,41.07
9980,516,4,3.33,33.2,8,174,26.26,96.17,57.25
9993,517,2,4.14,6.5,156,195,5.56,177.43,13.58
10014,518,6,4.75,26.86,8,196,14.46,108.88,57.57
10040,519,6,4.0,32.17,5,198,19.2,90.43,68.93
10059,520,3,2.33,53.5,24,131,6.5,79.67,43.79
10063,521,3,2.67,49.5,28,127,25.5,69.0,42.17
10069,522,3,5.4,44.0,36,212,35.81,144.2,67.72
10093,523,3,3.75,46.33,15,154,23.89,80.25,49.58
10105,524,7,14.07,15.54,13,215,13.2,112.64,56.02
10143,525,7,3.78,22.25,8,186,9.79,102.56,56.7
10173,526,4,2.29,34.33,5,211,21.72,119.43,79.84
10188,527,5,2.83,34.2,28,199,22.2,105.17,61.69
10204,528,7,3.22,12.18,4,211,8.59,121.67,64.38
10247,529,3,3.67,49.5,2,101,34.5,63.0,43.57
10257,530,6,5.86,29.33,14,190,26.0,111.14,60.09
10284,531,6,4.12,25.57,27,206,15.17,102.5,55.23
10306,532,6,2.73,17.5,1,176,10.35,85.09,59.76
10332,533,6,3.8,18.33,17,182,8.84,95.4,50.53
10364,534,5,4.88,26.29,25,209,25.94,153.62,59.06
10383,535,5,1.8,48.25,19,212,10.03,109.8,68.24
10392,536,5,3.83,37.2,3,189,37.4,81.0,75.26
10412,537,4,2.36,14.1,71,212,14.56,132.09,50.01
10434,538,1,1.0,0.0,25,25,0.0,25.0,0.0
10435,539,6,5.0,23.0,3,210,12.36,112.4,70.37
10466,540,2,5.0,112.0,43,155,0.0,99.0,56.0
10471,541,4,3.0,24.6,73,196,24.02,111.5,42.03
10484,542,6,5.25,17.73,7,202,10.01,103.08,56.1
10536,543,7,2.6,14.86,4,212,13.21,93.93,65.48
10573,544,5,4.33,35.6,20,198,21.23,125.83,59.31
10594,545,4,3.43,26.0,36,192,22.97,127.29,54.71
10616,546,4,3.25,65.67,5,202,38.61,126.5,75.71
10628,547,4,2.75,35.33,59,165,9.57,117.5,40.43
10635,548,5,3.0,27.83,7,174,21.4,68.71,52.71
10653,549,3,3.2,35.5,14,156,23.12,69.6,51.84
10665,550,6,3.22,19.62,35,192,10.16,115.11,54.73
10691,551,2,1.33,42.5,99,184,28.5,132.0,37.21
10695,552,6,4.0,23.88,5,196,24.47,125.0,58.84
10718,553,7,5.22,24.75,13,211,14.28,100.44,59.76
10759,554,4,5.38,24.86,35,209,22.09,119.12,57.12
10785,555,4,4.2,30.75,5,128,19.12,50.8,44.37
10800,556,5,3.6,39.25,39,196,14.01,114.8,58.94
10809,557,3,7.0,32.25,24,153,19.21,87.8,47.08
10835,558,3,2.25,20.67,22,84,1.7,53.75,22.94
10843,559,3,4.8,26.75,4,111,23.94,56.6,44.29
10858,560,5,3.0,34.8,15,189,34.79,94.17,71.56
10870,561,4,4.6,47.5,1,191,18.57,93.0,64.2
10882,562,6,4.57,31.5,8,197,19.2,83.0,63.82
10906,563,4,7.0,35.25,14,155,15.48,75.0,52.01
10921,564,4,3.4,47.5,13,203,21.66,93.6,70.06
10934,565,3,3.33,91.0,22,204,53.0,130.67,78.39
10944,566,2,1.0,41.0,1,42,0.0,21.5,20.5
10946,567,7,5.33,23.0,13,197,12.56,103.0,65.68
10978,568,4,4.5,60.33,30,211,54.43,117.5,80.31
10990,569,5,5.75,25.57,23,202,25.16,118.5,70.41
11025,570,2,6.33,96.0,10,202,79.0,132.33,86.78
11040,571,5,5.29,26.83,37,198,17.29,128.71,52.02
11066,572,3,4.25,54.0,31,193,40.11,101.25,58.29
11080,573,7,3.86,15.92,5,212,11.95,112.14,68.99
11116,574,6,4.33,16.82,25,210,17.77,134.33,55.27
11152,575,7,2.33,25.38,2,205,16.09,107.33,59.4
11171,576,6,4.25,14.45,3,162,9.2,88.0,51.43
11197,577,4,3.5,25.6,67,195,18.64,141.83,49.45
11211,578,5,7.6,31.25,69,194,15.22,135.2,41.92
11236,579,4,7.33,33.0,36,201,21.68,136.83,56.38
11267,580,4,1.0,39.5,24,182,17.78,101.4,56.87
11272,581,4,3.4,43.25,2,175,18.71,94.4,59.3
11281,582,6,6.4,19.67,31,208,12.86,103.1,59.77
11319,583,3,4.0,31.0,38,131,18.46,83.5,32.94
11332,584,4,3.5,31.0,21,176,19.89,93.33,49.71
11350,585,2,3.0,42.5,36,121,36.5,66.33,38.73
11357,586,5,3.4,46.0,3,187,27.05,116.4,67.7
11371,587,3,4.25,36.67,72,182,11.9,121.25,42.68
11383,588,6,4.6,19.44,34,209,12.36,119.6,58.13
11421,589,5,3.25,26.14,27,210,15.11,121.38,58.85
11443,590,3,2.33,41.5,85,168,11.5,130.33,34.32
11450,591,5,4.0,29.0,25,170,17.16,108.17,51.49
11470,593,5,3.2,29.25,43,160,15.3,102.6,38.9
11485,594,3,3.0,39.0,109,187,30.0,158.0,34.84
11494,595,2,6.5,47.0,155,202,0.0,178.5,23.5
11501,596,5,6.67,34.4,24,196,23.38,114.17,66.3
11523,597,7,7.17,15.55,29,200,15.73,121.58,54.65
11572,598,5,2.33,30.2,17,168,21.42,100.83,48.52
11584,599,7,3.92,18.64,6,211,7.98,90.17,62.73
11626,600,5,2.43,32.5,6,201,36.34,102.57,76.4
11641,601,4,4.0,54.67,35,199,15.17,116.0,63.91
11647,602,4,1.83,29.0,37,182,25.78,115.5,43.31
11656,603,6,3.14,29.5,33,210,14.59,115.29,53.7
11668,604,1,6.0,0.0,4,4,0.0,4.0,0.0
11671,605,5,4.57,29.83,36,215,22.53,110.71,65.48
11691,606,5,3.27,17.2,31,203,12.8,120.0,58.85
11726,607,3,3.67,76.5,1,154,20.5,84.33,63.21
11734,608,4,3.4,42.5,3,173,26.46,81.4,67.82
11748,609,6,4.33,24.5,21,217,28.34,96.78,74.28
11783,610,6,5.11,25.25,7,209,9.48,110.22,67.08
11822,611,5,5.33,42.4,4,216,36.61,91.0,64.95
11851,612,4,3.5,36.0,37,217,25.9,129.5,64.73
11868,613,7,3.11,10.94,14,211,10.39,124.16,56.77
11915,614,3,4.4,30.75,51,174,33.31,108.0,52.73
11932,615,5,4.0,21.71,13,165,13.8,96.25,50.76
11954,616,7,3.82,20.3,13,216,13.3,104.0,62.3
11979,617,3,3.0,29.8,33,182,37.01,117.5,58.92
11995,618,3,2.0,27.25,36,145,21.6,81.8,35.62
12005,619,5,2.43,31.0,15,201,22.19,123.57,64.87
12021,620,4,2.5,52.33,22,179,19.29,111.75,58.73
12030,621,3,2.67,104.5,1,210,24.5,97.33,86.1
12037,622,4,6.2,42.75,31,202,27.35,105.0,61.34
12063,623,6,4.2,20.44,17,201,13.8,115.8,65.76
12087,624,6,3.8,22.67,7,211,12.22,103.6,66.31
12114,625,4,1.83,32.4,40,202,23.97,141.5,62.2
12125,626,4,3.33,25.6,34,162,13.41,104.33,45.57
12141,627,5,5.71,23.83,46,189,13.8,115.14,50.46
12179,628,3,4.67,54.5,38,147,14.5,87.67,45.02
12192,629,6,4.08,18.82,3,210,13.54,106.42,70.18
12231,630,5,2.57,32.5,16,211,31.75,113.29,71.61
12246,631,3,4.0,67.0,58,192,2.0,124.33,54.71
12250,632,4,3.4,30.75,14,137,19.58,59.6,45.2
12262,633,3,4.0,56.33,28,197,60.58,144.5,67.94
12275,634,3,5.0,51.67,41,196,63.19,152.5,64.57
12287,635,5,2.29,20.67,6,130,11.13,58.14,39.85
12296,636,5,18.29,30.33,7,189,23.39,73.29,63.23
12381,637,5,1.67,22.4,18,130,12.5,67.33,41.09
12391,638,2,4.0,73.0,13,86,0.0,49.5,36.5
12398,639,5,3.67,40.8,1,205,32.11,123.33,69.21
12415,640,3,9.33,29.0,61,119,23.0,82.33,26.04
12430,641,4,4.0,42.75,42,213,33.85,107.8,62.6
12448,642,3,2.5,58.0,31,205,54.49,88.5,68.67
12456,643,7,3.24,12.38,13,211,10.19,103.94,66.26
12498,644,6,2.69,17.42,5,214,11.43,131.38,67.41
12525,645,5,3.2,46.25,17,202,28.53,101.2,68.42
12537,646,5,3.12,25.57,13,192,20.88,81.5,62.18
12557,647,4,5.4,46.25,6,191,25.12,100.6,73.21
12564,648,3,3.67,68.5,31,168,15.5,94.33,56.41
12573,649,4,2.0,55.67,24,191,44.45,98.5,72.25
12579,650,4,2.2,28.0,87,199,14.04,149.8,40.05
12587,651,6,3.88,24.29,42,212,10.9,136.5,55.8
12612,652,5,5.12,18.71,14,145,12.97,70.75,38.81
12642,653,5,5.62,27.14,23,213,21.26,118.25,68.73
12673,654,5,2.86,29.5,16,193,15.31,114.71,61.48
12689,655,3,6.33,49.0,107,205,27.0,147.0,41.98
12697,656,5,2.75,28.14,12,209,28.84,98.62,74.8
12716,657,5,5.5,20.14,64,205,12.32,146.0,44.05
12738,658,5,5.22,24.5,15,211,17.66,127.22,60.99
12784,659,3,1.33,66.5,62,195,14.5,123.67,54.73
12787,660,5,2.67,34.6,7,180,19.12,102.83,60.05
12794,661,4,4.71,30.0,3,183,26.17,108.0,68.55
12814,662,5,6.4,35.0,55,195,17.07,113.2,49.04
12840,663,7,3.1,21.0,7,196,14.01,106.7,56.1
12864,664,7,4.4,20.89,27,215,13.95,101.7,66.32
12901,665,3,4.0,38.0,100,214,17.96,146.0,43.89
12915,666,5,4.5,33.8,5,174,21.19,94.5,51.93
12935,667,2,3.67,98.0,14,210,85.0,140.33,89.49
12943,668,5,5.0,34.17,5,210,14.22,107.29,73.68
12977,669,4,3.5,66.0,13,211,33.54,107.0,70.54
12989,670,6,4.0,17.73,3,198,14.12,125.67,64.67
13026,671,6,4.44,23.88,25,216,17.13,110.78,61.43
13059,672,4,2.2,39.75,22,181,26.42,101.4,51.14
13067,673,2,2.67,15.5,179,210,9.5,197.67,13.42
13075,674,4,3.8,52.75,6,217,36.62,88.0,72.02
13091,675,4,2.83,23.2,27,143,12.12,88.5,38.97
13106,676,2,5.0,91.0,29,120,0.0,74.5,45.5
13111,677,6,2.38,15.67,14,202,14.23,112.62,65.85
13139,678,8,5.82,13.31,4,217,10.26,123.82,75.72
13196,679,2,4.5,142.0,5,147,0.0,76.0,71.0
13202,680,5,2.17,42.6,4,217,35.02,117.5,88.05
13215,681,6,2.44,25.38,13,216,29.58,106.22,79.72
13233,682,6,4.57,32.83,3,200,23.6,124.0,60.93
13257,683,8,3.2,8.83,4,216,6.26,126.24,62.23
13319,684,2,3.33,53.5,99,206,40.5,139.0,47.67
13325,685,4,3.67,34.0,13,183,28.76,118.33,62.45
13347,686,5,3.0,15.45,12,182,13.96,72.0,53.28
13382,687,4,2.83,16.8,91,175,10.23,136.83,26.25
13399,688,5,3.71,28.0,27,195,23.15,121.0,62.39
13419,689,7,4.82,12.69,1,204,10.42,105.06,68.68
13478,690,2,2.8,38.25,32,185,49.7,99.8,69.85
13488,691,3,5.33,108.0,1,217,33.0,98.0,89.54
13500,692,2,3.5,63.0,18,81,0.0,49.5,31.5
13505,693,6,4.4,18.0,19,181,13.47,114.4,51.39
13537,694,6,4.17,17.91,4,201,17.06,107.58,62.65
13579,695,4,5.6,19.67,31,208,23.73,117.6,67.85
13628,696,5,6.5,36.6,12,195,24.09,99.67,59.35
13652,697,4,3.8,30.0,14,134,16.39,87.8,45.26
13664,698,3,5.0,66.67,14,214,36.43,126.5,72.31
13673,699,7,2.64,21.0,7,217,13.2,91.18,69.74
13702,700,3,5.0,46.67,5,145,39.8,50.75,56.99
13716,701,4,5.86,33.0,19,217,32.38,94.0,61.15
13733,702,4,3.8,47.5,19,209,16.44,127.4,69.82
13748,703,3,3.2,38.0,19,171,31.73,85.6,58.05
13758,704,7,4.15,17.17,5,211,13.82,104.54,65.07
13797,705,4,2.2,36.75,29,176,37.72,112.2,62.29
13806,706,5,5.2,52.25,8,217,22.24,126.0,70.84
13825,707,5,3.62,29.43,5,211,23.69,118.25,68.79
13853,708,1,2.0,0.0,191,191,0.0,191.0,0.0
13855,709,4,3.5,41.0,19,142,19.3,69.5,46.18
13865,710,4,3.25,49.0,58,205,30.43,132.25,61.32
13873,711,3,5.0,57.0,25,139,20.0,75.33,47.49
13888,712,2,6.0,164.0,14,178,0.0,96.0,82.0
13900,713,5,6.25,22.14,40,195,17.72,101.88,46.2
13922,714,6,2.75,29.14,8,212,18.07,92.38,70.72
13943,715,3,1.4,45.75,13,196,42.26,107.8,72.05
13949,716,5,3.25,26.29,26,210,20.34,142.38,64.65
13967,717,3,5.0,66.5,7,140,2.5,72.67,54.31
13980,718,3,7.67,81.5,5,168,49.5,103.0,70.52
13997,719,5,10.29,29.67,33,211,20.34,150.0,62.68
14028,720,4,4.0,35.2,6,182,28.46,97.33,68.87
14047,721,6,3.5,29.0,1,204,19.84,110.38,63.8
14063,722,1,4.0,0.0,82,82,0.0,82.0,0.0
14066,723,7,3.76,12.94,4,211,10.71,123.41,69.62
14111,724,6,3.86,34.67,6,214,10.89,110.0,70.56
14134,725,7,5.86,13.92,16,197,11.52,126.36,53.94
14208,726,3,6.67,45.0,30,120,0.0,75.0,36.74
14222,727,3,6.33,82.0,36,200,58.0,137.33,72.32
14238,728,6,3.5,35.2,6,182,14.7,92.5,58.49
14258,729,6,5.64,18.0,1,181,9.18,89.36,54.16
14313,730,4,3.5,45.0,64,199,14.14,139.0,49.87
14324,731,4,4.33,35.6,13,191,33.83,79.67,64.07
14348,732,4,2.6,32.5,26,156,18.87,102.6,49.52
14359,733,5,2.83,38.2,8,199,28.07,116.5,63.68
14372,734,7,4.67,18.91,3,211,13.65,124.58,58.07
14402,735,5,2.83,36.0,19,199,28.06,124.5,72.65
14415,736,4,4.0,31.17,1,188,18.57,87.57,58.05
14437,737,5,4.0,40.6,13,216,32.09,95.0,71.52
14457,738,3,1.33,75.5,52,203,5.5,129.33,61.7
14461,739,3,4.6,47.0,22,210,42.29,142.6,66.16
14482,740,6,4.67,14.5,7,210,11.46,105.67,64.3
14523,741,4,3.0,30.67,56,148,11.9,99.0,36.49
14530,742,5,2.83,42.0,6,216,26.73,102.83,77.31
14545,743,2,2.0,16.0,182,214,2.0,198.67,13.1
14548,744,6,3.0,28.0,21,217,16.14,96.0,63.88
14567,745,4,5.8,43.25,1,174,31.48,75.0,57.55
14593,746,5,5.09,17.1,33,204,14.69,112.64,61.32
14641,747,5,3.25,24.14,14,183,16.58,96.0,64.92
14659,748,6,3.0,22.67,51,187,4.71,118.14,46.09
14674,749,4,4.0,37.6,3,191,45.76,66.83,58.75
14692,750,4,4.5,35.67,80,187,6.65,133.0,41.04
14705,751,6,4.62,22.29,11,167,10.77,91.88,49.55
14730,752,8,4.48,9.0,1,217,4.24,107.52,59.59
14797,753,3,3.67,54.0,92,200,36.0,158.0,47.24
14807,754,5,3.0,23.57,31,196,13.92,107.38,63.1
14829,755,5,7.6,38.25,31,184,13.94,111.8,51.24
14855,756,7,4.27,20.9,4,213,16.3,91.73,77.64
14881,757,7,3.63,10.72,4,197,7.74,95.74,61.25
14936,758,3,4.6,47.5,11,201,40.52,76.8,67.83
14953,759,4,2.33,27.4,3,140,15.62,74.5,52.84
14964,760,2,8.5,86.0,66,152,0.0,109.0,43.0
14975,761,3,3.4,37.25,7,156,42.31,50.4,54.31
14987,762,3,6.33,12.8,123,187,9.87,156.67,25.56
15013,763,3,4.0,36.25,69,214,33.92,124.8,48.18
15031,764,5,4.33,40.0,17,217,26.34,110.5,78.1
15051,765,6,3.36,19.5,7,202,12.78,117.45,61.43
15078,766,3,3.0,59.5,82,201,20.5,134.67,49.53
15085,767,5,2.44,15.62,67,192,15.98,139.33,42.16
15105,768,3,1.5,52.67,25,183,32.5,92.0,57.42
15110,769,3,6.0,61.0,12,195,42.02,78.0,73.7
15132,770,6,2.86,14.46,21,209,7.85,102.36,62.71
15172,771,3,3.5,41.33,64,188,27.48,141.75,50.48
15180,772,5,5.29,35.0,2,212,29.3,111.0,76.99
15207,773,8,2.31,16.83,14,216,13.99,109.69,55.96
15229,774,3,3.17,33.4,10,177,40.6,111.33,70.9
15245,775,5,2.0,35.6,21,199,17.62,91.0,61.03
15255,776,3,2.67,62.5,5,130,43.5,82.0,55.0
15261,777,3,3.0,44.0,36,168,39.63,119.0,49.69
15272,778,4,2.5,57.33,18,190,15.33,110.0,66.47
15280,779,4,5.0,32.8,3,167,25.44,88.67,64.9
15299,780,5,2.0,35.2,15,191,23.77,101.33,67.58
15311,781,6,2.88,26.86,4,192,14.69,84.75,58.55
15330,782,6,3.88,26.86,29,217,26.87,103.25,55.99
15354,783,3,5.33,66.5,71,204,17.5,143.33,54.92
15367,784,5,4.36,16.8,35,203,11.26,116.82,53.95
15392,785,6,4.05,11.11,5,205,9.27,94.84,68.14
15452,786,5,4.33,33.6,30,198,19.66,110.17,63.04
15472,787,5,3.29,26.67,24,184,24.11,79.71,52.02
15491,788,6,3.0,28.43,13,212,18.31,112.38,59.19
15511,789,6,4.5,27.86,16,211,15.51,112.38,69.48
15544,790,6,2.43,29.83,32,211,9.86,130.43,58.48
15560,791,3,3.4,38.75,41,196,36.81,116.6,62.2
15574,792,3,4.25,31.33,108,202,17.75,165.25,35.72
15588,793,7,3.0,15.15,14,211,7.47,108.5,55.99
15621,794,5,2.57,32.33,1,195,22.4,126.29,62.84
15636,795,5,2.5,21.43,42,192,16.83,143.75,48.14
15654,796,2,2.33,40.5,28,109,34.5,80.0,36.85
15657,797,5,3.11,19.88,51,210,14.5,127.0,49.79
15678,798,6,2.5,29.29,7,212,15.13,116.12,69.78
15697,799,6,4.5,15.38,13,213,12.0,102.21,63.26
15744,800,7,3.2,23.78,2,216,12.0,108.6,72.86
15773,801,1,2.5,25.0,95,120,0.0,107.5,12.5
15777,802,4,6.75,52.67,40,198,33.48,137.0,59.64
15788,803,4,4.5,60.0,36,216,26.55,117.5,64.96
15796,804,6,4.62,22.0,2,156,10.52,79.12,53.76
15833,805,6,2.0,27.43,3,195,18.2,113.25,64.13
15848,806,6,5.43,33.67,13,215,16.46,112.71,70.34
15879,807,3,3.0,51.5,33,136,12.5,80.33,42.46
15887,808,7,4.5,14.91,29,193,8.56,120.33,55.41
15932,809,3,1.5,19.67,60,119,24.28,76.5,24.6
15938,810,6,2.0,24.38,14,209,18.38,145.67,62.58
15955,811,3,3.6,44.75,38,217,51.49,93.8,64.83
15968,812,3,3.75,40.0,64,184,26.55,107.75,47.69
15982,813,4,4.0,43.0,37,166,21.23,114.5,49.8
15993,814,3,5.0,19.75,63,142,8.58,108.0,29.29
16012,815,4,6.2,34.5,18,156,25.04,91.8,56.07
16034,816,6,2.86,31.0,26,212,14.54,131.57,60.12
16045,817,3,3.0,44.5,5,183,33.74,101.6,64.77
16056,818,4,2.2,41.75,30,197,25.82,126.4,64.69
16065,819,1,2.0,0.0,121,121,0.0,121.0,0.0
16067,820,7,10.78,20.0,57,217,7.63,129.67,51.32
16105,821,4,1.4,26.5,71,177,5.55,126.6,37.72
16112,822,6,3.73,18.0,27,207,16.55,124.0,61.22
16144,823,7,3.13,13.79,11,204,8.04,108.07,59.34
16187,824,5,5.4,49.5,17,215,24.94,127.2,74.78
16203,825,1,3.0,4.5,103,112,0.5,107.33,3.68
16211,826,4,3.25,48.67,43,189,36.02,137.25,57.18
16220,827,5,4.2,42.25,42,211,16.13,115.2,60.51
16234,828,7,3.2,22.22,17,217,14.29,131.1,67.55
16261,829,3,3.5,43.67,75,206,26.91,124.25,52.17
16267,830,6,5.08,16.58,11,210,11.31,109.69,69.6
16321,831,6,3.12,24.29,28,198,17.79,113.0,50.7
16345,832,5,5.0,28.29,13,211,26.88,124.62,76.28
16358,833,4,4.0,31.6,46,204,16.57,113.17,54.51
16377,834,3,2.5,44.67,25,159,47.12,115.5,52.93
16383,835,7,7.08,18.55,13,217,16.75,113.75,76.35
16434,836,4,4.5,35.2,6,182,20.49,87.67,66.15
16454,837,4,3.0,34.25,27,164,31.29,74.6,47.42
16466,838,2,2.0,52.0,8,112,51.0,77.0,48.79
16472,839,3,3.67,23.8,77,196,21.94,126.67,48.18
16483,840,4,3.0,49.67,39,188,20.81,125.0,55.48
16492,841,6,3.86,29.5,26,203,12.89,116.86,63.56
16510,842,3,2.75,58.33,26,201,30.14,125.0,63.55
16520,843,2,2.33,28.5,7,64,5.5,33.67,23.41
16525,844,5,4.0,23.0,4,165,14.94,81.5,58.02
16547,845,4,3.0,70.67,4,216,55.22,130.75,77.84
16557,846,3,6.4,43.0,17,189,54.8,69.4,61.02
16573,847,5,6.62,21.57,40,191,22.78,95.62,58.67
16606,848,6,6.83,36.0,13,193,20.64,120.5,61.69
16630,849,1,3.0,0.0,52,52,0.0,52.0,0.0
16632,850,7,4.09,20.5,7,212,13.61,105.82,70.54
16671,851,7,3.73,17.8,22,200,11.1,105.55,54.18
16694,852,2,1.5,40.0,86,126,0.0,106.0,20.0
16697,853,4,3.8,41.75,17,184,33.23,94.2,70.55
16708,854,4,4.0,30.25,28,149,14.99,100.4,45.92
16722,855,3,3.25,34.33,78,181,21.04,134.25,42.77
16730,856,6,4.14,25.67,5,159,22.07,90.71,52.38
16757,857,6,3.67,36.8,15,199,18.15,96.5,60.88
16772,858,1,10.0,20.0,1,21,0.0,11.0,10.0
16782,859,6,4.5,38.4,25,217,16.78,113.17,70.11
16801,860,4,2.83,19.6,49,147,10.78,102.5,34.18
16813,861,4,6.0,55.33,51,217,34.02,146.0,60.17
16825,862,6,3.64,17.9,37,216,13.78,115.82,58.35
16858,863,7,2.8,10.89,5,212,8.7,115.6,60.1
16900,864,3,4.67,38.5,107,184,15.5,150.67,32.27
16914,865,6,2.5,32.4,22,184,20.19,103.67,63.6
16927,866,5,5.0,52.0,4,212,36.78,104.4,66.84
16938,867,4,3.0,19.43,17,153,21.78,51.88,43.96
16957,868,3,2.67,88.5,9,186,85.5,126.0,82.74
16962,869,3,4.25,48.0,29,173,31.51,120.25,56.71
16974,870,2,6.0,121.0,64,185,0.0,124.5,60.5
16983,871,5,5.0,18.44,4,170,18.31,94.8,59.76
17013,872,3,6.33,84.5,47,216,42.5,145.67,71.84
17023,873,8,4.37,11.78,4,216,10.74,93.79,62.73
17085,874,6,3.83,28.8,51,195,9.52,119.0,49.27
17096,875,5,6.83,37.6,13,201,24.74,130.17,71.51
17128,876,4,3.0,44.0,56,188,19.03,130.25,52.37
17137,877,5,2.2,46.5,6,192,18.13,110.4,69.32
17147,878,7,4.0,26.29,13,197,14.61,117.12,64.69
17170,879,5,2.88,19.0,57,190,16.03,113.75,36.84
17189,880,7,4.0,23.25,30,216,21.89,131.11,68.14
17213,881,5,6.8,51.25,7,212,18.85,107.8,68.82
17242,882,3,6.6,35.25,29,170,37.65,124.2,50.47
17262,883,7,4.75,18.36,3,205,10.66,117.0,66.9
17307,884,6,6.89,20.0,4,164,10.07,79.11,48.7
17351,885,5,3.2,35.5,41,183,8.87,106.6,51.83
17367,886,2,6.33,15.0,39,69,14.0,49.33,13.91
17383,887,6,3.17,18.18,2,202,14.41,90.58,65.9
17414,888,6,6.33,26.12,4,213,15.24,110.67,62.4
17450,889,4,4.62,20.57,43,187,24.82,91.12,41.13
17482,890,3,2.6,35.0,27,167,34.88,90.4,44.6
17494,891,6,3.0,28.43,18,217,18.92,96.0,64.6
17507,892,5,4.67,32.4,48,210,16.94,122.33,53.51
17530,893,6,2.5,11.62,17,168,8.82,83.93,48.18
17563,894,4,3.43,26.17,37,194,30.99,104.43,60.08
17581,895,6,3.0,18.0,15,195,13.33,90.18,57.13
17612,896,3,2.33,97.5,1,196,17.5,104.33,80.03
17616,897,3,2.0,80.0,51,211,16.0,125.67,65.75
17621,898,4,5.75,42.0,77,203,19.51,144.0,45.08
